id,slug,title,status,file,link
1,001-httpsleetcodecomproblemsrecyclable-and-low-fat-products,https://leetcode.com/problems/recyclable-and-low-fat-products/,TODO,problems/001-httpsleetcodecomproblemsrecyclable-and-low-fat-products.md,https://leetcode.com/problems/recyclable-and-low-fat-products/
2,002-httpsleetcodecomproblemsfind-customer-referee,https://leetcode.com/problems/find-customer-referee/,TODO,problems/002-httpsleetcodecomproblemsfind-customer-referee.md,https://leetcode.com/problems/find-customer-referee/
3,003-httpsleetcodecomproblemsbig-countries,https://leetcode.com/problems/big-countries/,TODO,problems/003-httpsleetcodecomproblemsbig-countries.md,https://leetcode.com/problems/big-countries/
4,004-httpsleetcodecomproblemsarticle-views-i,https://leetcode.com/problems/article-views-i/,TODO,problems/004-httpsleetcodecomproblemsarticle-views-i.md,https://leetcode.com/problems/article-views-i/
5,005-httpsleetcodecomproblemsinvalid-tweets,https://leetcode.com/problems/invalid-tweets/,TODO,problems/005-httpsleetcodecomproblemsinvalid-tweets.md,https://leetcode.com/problems/invalid-tweets/
6,006-httpsleetcodecomproblemsreplace-employee-id-with-the-unique-identifier,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/,TODO,problems/006-httpsleetcodecomproblemsreplace-employee-id-with-the-unique-identifier.md,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/
7,007-httpsleetcodecomproblemsproduct-sales-analysis-i,https://leetcode.com/problems/product-sales-analysis-i/,TODO,problems/007-httpsleetcodecomproblemsproduct-sales-analysis-i.md,https://leetcode.com/problems/product-sales-analysis-i/
8,008-httpsleetcodecomproblemscustomer-who-visited-but-did-not-make-any-transactions,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/,TODO,problems/008-httpsleetcodecomproblemscustomer-who-visited-but-did-not-make-any-transactions.md,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/
9,009-httpsleetcodecomproblemsrising-temperature,https://leetcode.com/problems/rising-temperature/,TODO,problems/009-httpsleetcodecomproblemsrising-temperature.md,https://leetcode.com/problems/rising-temperature/
10,010-httpsleetcodecomproblemsaverage-time-of-process-per-machine,https://leetcode.com/problems/average-time-of-process-per-machine/,TODO,problems/010-httpsleetcodecomproblemsaverage-time-of-process-per-machine.md,https://leetcode.com/problems/average-time-of-process-per-machine/
11,011-httpsleetcodecomproblemsemployee-bonus,https://leetcode.com/problems/employee-bonus/,TODO,problems/011-httpsleetcodecomproblemsemployee-bonus.md,https://leetcode.com/problems/employee-bonus/
12,012-httpsleetcodecomproblemsstudents-and-examinations,https://leetcode.com/problems/students-and-examinations/,TODO,problems/012-httpsleetcodecomproblemsstudents-and-examinations.md,https://leetcode.com/problems/students-and-examinations/
13,013-httpsleetcodecomproblemsmanagers-with-at-least-5-direct-reports,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/,TODO,problems/013-httpsleetcodecomproblemsmanagers-with-at-least-5-direct-reports.md,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/
14,014-httpsleetcodecomproblemsconfirmation-rate,https://leetcode.com/problems/confirmation-rate/,TODO,problems/014-httpsleetcodecomproblemsconfirmation-rate.md,https://leetcode.com/problems/confirmation-rate/
15,015-httpsleetcodecomproblemsnot-boring-movies,https://leetcode.com/problems/not-boring-movies/,TODO,problems/015-httpsleetcodecomproblemsnot-boring-movies.md,https://leetcode.com/problems/not-boring-movies/
16,016-httpsleetcodecomproblemsaverage-selling-price,https://leetcode.com/problems/average-selling-price/,TODO,problems/016-httpsleetcodecomproblemsaverage-selling-price.md,https://leetcode.com/problems/average-selling-price/
17,017-httpsleetcodecomproblemsproject-employees-i,https://leetcode.com/problems/project-employees-i/,TODO,problems/017-httpsleetcodecomproblemsproject-employees-i.md,https://leetcode.com/problems/project-employees-i/
18,018-httpsleetcodecomproblemspercentage-of-users-attended-a-contest,https://leetcode.com/problems/percentage-of-users-attended-a-contest/,TODO,problems/018-httpsleetcodecomproblemspercentage-of-users-attended-a-contest.md,https://leetcode.com/problems/percentage-of-users-attended-a-contest/
19,019-httpsleetcodecomproblemsqueries-quality-and-percentage,https://leetcode.com/problems/queries-quality-and-percentage/,TODO,problems/019-httpsleetcodecomproblemsqueries-quality-and-percentage.md,https://leetcode.com/problems/queries-quality-and-percentage/
20,020-httpsleetcodecomproblemsmonthly-transactions-i,https://leetcode.com/problems/monthly-transactions-i/,TODO,problems/020-httpsleetcodecomproblemsmonthly-transactions-i.md,https://leetcode.com/problems/monthly-transactions-i/
21,021-httpsleetcodecomproblemsimmediate-food-delivery-ii,https://leetcode.com/problems/immediate-food-delivery-ii/,TODO,problems/021-httpsleetcodecomproblemsimmediate-food-delivery-ii.md,https://leetcode.com/problems/immediate-food-delivery-ii/
22,022-httpsleetcodecomproblemsemployees-earning-more-than-their-managers,https://leetcode.com/problems/employees-earning-more-than-their-managers/,TODO,problems/022-httpsleetcodecomproblemsemployees-earning-more-than-their-managers.md,https://leetcode.com/problems/employees-earning-more-than-their-managers/
23,023-httpsleetcodecomproblemssecond-highest-salary,https://leetcode.com/problems/second-highest-salary/,TODO,problems/023-httpsleetcodecomproblemssecond-highest-salary.md,https://leetcode.com/problems/second-highest-salary/
24,024-httpsleetcodecomproblemsnth-highest-salary,https://leetcode.com/problems/nth-highest-salary/,TODO,problems/024-httpsleetcodecomproblemsnth-highest-salary.md,https://leetcode.com/problems/nth-highest-salary/
25,025-httpsleetcodecomproblemsdepartment-highest-salary,https://leetcode.com/problems/department-highest-salary/,TODO,problems/025-httpsleetcodecomproblemsdepartment-highest-salary.md,https://leetcode.com/problems/department-highest-salary/
26,026-httpsleetcodecomproblemsswap-salary,https://leetcode.com/problems/swap-salary/,TODO,problems/026-httpsleetcodecomproblemsswap-salary.md,https://leetcode.com/problems/swap-salary/
27,027-httpsleetcodecomproblemsdelete-duplicate-emails,https://leetcode.com/problems/delete-duplicate-emails/,TODO,problems/027-httpsleetcodecomproblemsdelete-duplicate-emails.md,https://leetcode.com/problems/delete-duplicate-emails/
28,028-httpsleetcodecomproblemscustomers-who-never-order,https://leetcode.com/problems/customers-who-never-order/,TODO,problems/028-httpsleetcodecomproblemscustomers-who-never-order.md,https://leetcode.com/problems/customers-who-never-order/
29,029-httpsleetcodecomproblemsconsecutive-numbers,https://leetcode.com/problems/consecutive-numbers/,TODO,problems/029-httpsleetcodecomproblemsconsecutive-numbers.md,https://leetcode.com/problems/consecutive-numbers/
30,030-httpsleetcodecomproblemsthe-latest-job-duration,https://leetcode.com/problems/the-latest-job-duration/,TODO,problems/030-httpsleetcodecomproblemsthe-latest-job-duration.md,https://leetcode.com/problems/the-latest-job-duration/
31,031-httpsleetcodecomproblemsproduct-prices-and-the-change-of-prices,https://leetcode.com/problems/product-prices-and-the-change-of-prices/,TODO,problems/031-httpsleetcodecomproblemsproduct-prices-and-the-change-of-prices.md,https://leetcode.com/problems/product-prices-and-the-change-of-prices/
32,032-httpsleetcodecomproblemsemployees-and-managers,https://leetcode.com/problems/employees-and-managers/,TODO,problems/032-httpsleetcodecomproblemsemployees-and-managers.md,https://leetcode.com/problems/employees-and-managers/
33,033-httpsleetcodecomproblemsdepartment-top-three-salaries,https://leetcode.com/problems/department-top-three-salaries/,TODO,problems/033-httpsleetcodecomproblemsdepartment-top-three-salaries.md,https://leetcode.com/problems/department-top-three-salaries/
34,034-httpsleetcodecomproblemsnoodle-manufacturing,https://leetcode.com/problems/noodle-manufacturing/,TODO,problems/034-httpsleetcodecomproblemsnoodle-manufacturing.md,https://leetcode.com/problems/noodle-manufacturing/
35,035-httpsleetcodecomproblemsrank-scores,https://leetcode.com/problems/rank-scores/,TODO,problems/035-httpsleetcodecomproblemsrank-scores.md,https://leetcode.com/problems/rank-scores/
36,036-httpsleetcodecomproblemsproduct-sales-analysis-ii,https://leetcode.com/problems/product-sales-analysis-ii/,TODO,problems/036-httpsleetcodecomproblemsproduct-sales-analysis-ii.md,https://leetcode.com/problems/product-sales-analysis-ii/
37,037-httpsleetcodecomproblemsusers-who-actively-use-platform,https://leetcode.com/problems/users-who-actively-use-platform/,TODO,problems/037-httpsleetcodecomproblemsusers-who-actively-use-platform.md,https://leetcode.com/problems/users-who-actively-use-platform/
38,038-httpsleetcodecomproblemsfind-the-duplicate-file-in-the-system,https://leetcode.com/problems/find-the-duplicate-file-in-the-system/,TODO,problems/038-httpsleetcodecomproblemsfind-the-duplicate-file-in-the-system.md,https://leetcode.com/problems/find-the-duplicate-file-in-the-system/
39,039-httpsleetcodecomproblemsteams-tournament,https://leetcode.com/problems/teams-tournament/,TODO,problems/039-httpsleetcodecomproblemsteams-tournament.md,https://leetcode.com/problems/teams-tournament/
40,040-httpsleetcodecomproblemstop-travellers,https://leetcode.com/problems/top-travellers/,TODO,problems/040-httpsleetcodecomproblemstop-travellers.md,https://leetcode.com/problems/top-travellers/
41,041-httpsleetcodecomproblemsproducts-that-have-never-been-sold,https://leetcode.com/problems/products-that-have-never-been-sold/,TODO,problems/041-httpsleetcodecomproblemsproducts-that-have-never-been-sold.md,https://leetcode.com/problems/products-that-have-never-been-sold/
42,042-httpsleetcodecomproblemssales-by-month,https://leetcode.com/problems/sales-by-month/,TODO,problems/042-httpsleetcodecomproblemssales-by-month.md,https://leetcode.com/problems/sales-by-month/
43,043-httpsleetcodecomproblemsrooms-and-keys,https://leetcode.com/problems/rooms-and-keys/,TODO,problems/043-httpsleetcodecomproblemsrooms-and-keys.md,https://leetcode.com/problems/rooms-and-keys/
44,044-httpsleetcodecomproblemsplayers-who-have-played-a-single-game,https://leetcode.com/problems/players-who-have-played-a-single-game/,TODO,problems/044-httpsleetcodecomproblemsplayers-who-have-played-a-single-game.md,https://leetcode.com/problems/players-who-have-played-a-single-game/
45,045-httpsleetcodecomproblemstop-students,https://leetcode.com/problems/top-students/,TODO,problems/045-httpsleetcodecomproblemstop-students.md,https://leetcode.com/problems/top-students/
46,046-httpsleetcodecomproblemsusers-that-actively-use-platform,https://leetcode.com/problems/users-that-actively-use-platform/,TODO,problems/046-httpsleetcodecomproblemsusers-that-actively-use-platform.md,https://leetcode.com/problems/users-that-actively-use-platform/
47,047-httpsleetcodecomproblemscustomers-who-bought-all-products,https://leetcode.com/problems/customers-who-bought-all-products/,TODO,problems/047-httpsleetcodecomproblemscustomers-who-bought-all-products.md,https://leetcode.com/problems/customers-who-bought-all-products/
48,048-httpsleetcodecomproblemsconsecutive-numbers-ii,https://leetcode.com/problems/consecutive-numbers-ii/,TODO,problems/048-httpsleetcodecomproblemsconsecutive-numbers-ii.md,https://leetcode.com/problems/consecutive-numbers-ii/
49,049-httpswwwhackerrankcomchallengesrevising-the-select-queryproblem,https://www.hackerrank.com/challenges/revising-the-select-query/problem,TODO,problems/049-httpswwwhackerrankcomchallengesrevising-the-select-queryproblem.md,https://www.hackerrank.com/challenges/revising-the-select-query/problem
50,050-httpswwwhackerrankcomchallengesrevising-the-select-query-2problem,https://www.hackerrank.com/challenges/revising-the-select-query-2/problem,TODO,problems/050-httpswwwhackerrankcomchallengesrevising-the-select-query-2problem.md,https://www.hackerrank.com/challenges/revising-the-select-query-2/problem
51,051-httpswwwhackerrankcomchallengesselect-all-sqlproblem,https://www.hackerrank.com/challenges/select-all-sql/problem,TODO,problems/051-httpswwwhackerrankcomchallengesselect-all-sqlproblem.md,https://www.hackerrank.com/challenges/select-all-sql/problem
52,052-httpswwwhackerrankcomchallengesselect-by-idproblem,https://www.hackerrank.com/challenges/select-by-id/problem,TODO,problems/052-httpswwwhackerrankcomchallengesselect-by-idproblem.md,https://www.hackerrank.com/challenges/select-by-id/problem
53,053-httpswwwhackerrankcomchallengesjapanese-cities-attributesproblem,https://www.hackerrank.com/challenges/japanese-cities-attributes/problem,TODO,problems/053-httpswwwhackerrankcomchallengesjapanese-cities-attributesproblem.md,https://www.hackerrank.com/challenges/japanese-cities-attributes/problem
54,054-httpswwwhackerrankcomchallengesweather-observation-station-1problem,https://www.hackerrank.com/challenges/weather-observation-station-1/problem,TODO,problems/054-httpswwwhackerrankcomchallengesweather-observation-station-1problem.md,https://www.hackerrank.com/challenges/weather-observation-station-1/problem
55,055-httpswwwhackerrankcomchallengesweather-observation-station-2problem,https://www.hackerrank.com/challenges/weather-observation-station-2/problem,TODO,problems/055-httpswwwhackerrankcomchallengesweather-observation-station-2problem.md,https://www.hackerrank.com/challenges/weather-observation-station-2/problem
56,056-httpswwwhackerrankcomchallengesweather-observation-station-3problem,https://www.hackerrank.com/challenges/weather-observation-station-3/problem,TODO,problems/056-httpswwwhackerrankcomchallengesweather-observation-station-3problem.md,https://www.hackerrank.com/challenges/weather-observation-station-3/problem
57,057-httpswwwhackerrankcomchallengesweather-observation-station-4problem,https://www.hackerrank.com/challenges/weather-observation-station-4/problem,TODO,problems/057-httpswwwhackerrankcomchallengesweather-observation-station-4problem.md,https://www.hackerrank.com/challenges/weather-observation-station-4/problem
58,058-httpswwwhackerrankcomchallengesweather-observation-station-5problem,https://www.hackerrank.com/challenges/weather-observation-station-5/problem,TODO,problems/058-httpswwwhackerrankcomchallengesweather-observation-station-5problem.md,https://www.hackerrank.com/challenges/weather-observation-station-5/problem
59,059-httpswwwhackerrankcomchallengesthe-beatles-albumproblem,https://www.hackerrank.com/challenges/the-beatles-album/problem,TODO,problems/059-httpswwwhackerrankcomchallengesthe-beatles-albumproblem.md,https://www.hackerrank.com/challenges/the-beatles-album/problem
60,060-httpswwwhackerrankcomchallengestop-earnersproblem,https://www.hackerrank.com/challenges/top-earners/problem,TODO,problems/060-httpswwwhackerrankcomchallengestop-earnersproblem.md,https://www.hackerrank.com/challenges/top-earners/problem
61,061-httpswwwhackerrankcomchallengesemployee-payrollproblem,https://www.hackerrank.com/challenges/employee-payroll/problem,TODO,problems/061-httpswwwhackerrankcomchallengesemployee-payrollproblem.md,https://www.hackerrank.com/challenges/employee-payroll/problem
62,062-httpswwwhackerrankcomchallengesproduct-tableproblem,https://www.hackerrank.com/challenges/product-table/problem,TODO,problems/062-httpswwwhackerrankcomchallengesproduct-tableproblem.md,https://www.hackerrank.com/challenges/product-table/problem
63,063-httpswwwhackerrankcomchallengesplayers-and-playlistsproblem,https://www.hackerrank.com/challenges/players-and-playlists/problem,TODO,problems/063-httpswwwhackerrankcomchallengesplayers-and-playlistsproblem.md,https://www.hackerrank.com/challenges/players-and-playlists/problem
64,064-httpswwwhackerrankcomchallengesnokia-phone-databaseproblem,https://www.hackerrank.com/challenges/nokia-phone-database/problem,TODO,problems/064-httpswwwhackerrankcomchallengesnokia-phone-databaseproblem.md,https://www.hackerrank.com/challenges/nokia-phone-database/problem
65,065-httpswwwhackerrankcomchallengestop-competitorsproblem,https://www.hackerrank.com/challenges/top-competitors/problem,TODO,problems/065-httpswwwhackerrankcomchallengestop-competitorsproblem.md,https://www.hackerrank.com/challenges/top-competitors/problem
66,066-httpswwwhackerrankcomchallengesapp-store-reviewsproblem,https://www.hackerrank.com/challenges/app-store-reviews/problem,TODO,problems/066-httpswwwhackerrankcomchallengesapp-store-reviewsproblem.md,https://www.hackerrank.com/challenges/app-store-reviews/problem
67,067-httpswwwhackerrankcomchallengesgroup-the-people-given-the-group-size-they-belong,https://www.hackerrank.com/challenges/group-the-people-given-the-group-size-they-belong-to/problem,TODO,problems/067-httpswwwhackerrankcomchallengesgroup-the-people-given-the-group-size-they-belong.md,https://www.hackerrank.com/challenges/group-the-people-given-the-group-size-they-belong-to/problem
68,068-httpswwwhackerrankcomchallengescountry-popularityproblem,https://www.hackerrank.com/challenges/country-popularity/problem,TODO,problems/068-httpswwwhackerrankcomchallengescountry-popularityproblem.md,https://www.hackerrank.com/challenges/country-popularity/problem
69,069-httpswwwstratascratchcomblogtop-30-sql-query-interview-questions,https://www.stratascratch.com/blog/top-30-sql-query-interview-questions/,TODO,problems/069-httpswwwstratascratchcomblogtop-30-sql-query-interview-questions.md,https://www.stratascratch.com/blog/top-30-sql-query-interview-questions/
70,070-httpswwwstratascratchcomblogtop-30-sql-query-interview-questions,https://www.stratascratch.com/blog/top-30-sql-query-interview-questions/,TODO,problems/070-httpswwwstratascratchcomblogtop-30-sql-query-interview-questions.md,https://www.stratascratch.com/blog/top-30-sql-query-interview-questions/
71,071-httpswwwstratascratchcomblogadvanced-sql-interview-questions-you-must-know-how-t,https://www.stratascratch.com/blog/advanced-sql-interview-questions-you-must-know-how-to-answer/,TODO,problems/071-httpswwwstratascratchcomblogadvanced-sql-interview-questions-you-must-know-how-t.md,https://www.stratascratch.com/blog/advanced-sql-interview-questions-you-must-know-how-to-answer/
72,072-httpswwwstratascratchcomblogadvanced-sql-interview-questions-you-must-know-how-t,https://www.stratascratch.com/blog/advanced-sql-interview-questions-you-must-know-how-to-answer/,TODO,problems/072-httpswwwstratascratchcomblogadvanced-sql-interview-questions-you-must-know-how-t.md,https://www.stratascratch.com/blog/advanced-sql-interview-questions-you-must-know-how-to-answer/
73,073-httpswwwstratascratchcom,https://www.stratascratch.com/,TODO,problems/073-httpswwwstratascratchcom.md,https://www.stratascratch.com/
74,074-httpswwwstratascratchcom,https://www.stratascratch.com/,TODO,problems/074-httpswwwstratascratchcom.md,https://www.stratascratch.com/
75,075-httpsmodecomsql-tutorialsql-window-functions,https://mode.com/sql-tutorial/sql-window-functions/,TODO,problems/075-httpsmodecomsql-tutorialsql-window-functions.md,https://mode.com/sql-tutorial/sql-window-functions/
76,076-httpsmodecomsql-tutorialsql-joins,https://mode.com/sql-tutorial/sql-joins/,TODO,problems/076-httpsmodecomsql-tutorialsql-joins.md,https://mode.com/sql-tutorial/sql-joins/
77,077-httpssqlzoonetwikiselect_basics,https://sqlzoo.net/wiki/SELECT_basics,TODO,problems/077-httpssqlzoonetwikiselect_basics.md,https://sqlzoo.net/wiki/SELECT_basics
78,078-httpssqlzoonetwikijoin,https://sqlzoo.net/wiki/Join,TODO,problems/078-httpssqlzoonetwikijoin.md,https://sqlzoo.net/wiki/Join
79,079-httpssqlzoonetwikigroup_by,https://sqlzoo.net/wiki/Group_By,TODO,problems/079-httpssqlzoonetwikigroup_by.md,https://sqlzoo.net/wiki/Group_By
80,080-httpswwwkagglecomlearnintro-to-sql,https://www.kaggle.com/learn/intro-to-sql,TODO,problems/080-httpswwwkagglecomlearnintro-to-sql.md,https://www.kaggle.com/learn/intro-to-sql
81,081-httpswwwinterviewquerycomsql,https://www.interviewquery.com/sql,TODO,problems/081-httpswwwinterviewquerycomsql.md,https://www.interviewquery.com/sql
82,082-httpswwww3schoolscomsqlexerciseasp,https://www.w3schools.com/sql/exercise.asp,TODO,problems/082-httpswwww3schoolscomsqlexerciseasp.md,https://www.w3schools.com/sql/exercise.asp
83,083-httpswwwcodecademycomlearnlearn-sql,https://www.codecademy.com/learn/learn-sql,TODO,problems/083-httpswwwcodecademycomlearnlearn-sql.md,https://www.codecademy.com/learn/learn-sql
84,084-httpsleetcodecomproblemscombine-two-tables,https://leetcode.com/problems/combine-two-tables/,TODO,problems/084-httpsleetcodecomproblemscombine-two-tables.md,https://leetcode.com/problems/combine-two-tables/
85,085-httpsleetcodecomproblemssales-analysis-i,https://leetcode.com/problems/sales-analysis-i/,TODO,problems/085-httpsleetcodecomproblemssales-analysis-i.md,https://leetcode.com/problems/sales-analysis-i/
86,086-httpsleetcodecomproblemssales-analysis-ii,https://leetcode.com/problems/sales-analysis-ii/,TODO,problems/086-httpsleetcodecomproblemssales-analysis-ii.md,https://leetcode.com/problems/sales-analysis-ii/
87,087-leetcode,LeetCode,TODO,problems/087-leetcode.md,LeetCode
88,088-httpsleetcodecomproblemsdelete-duplicate-values,https://leetcode.com/problems/delete-duplicate-values/,TODO,problems/088-httpsleetcodecomproblemsdelete-duplicate-values.md,https://leetcode.com/problems/delete-duplicate-values/
89,089-httpsleetcodecomproblemsweather-observation-station-1,https://leetcode.com/problems/weather-observation-station-1/,TODO,problems/089-httpsleetcodecomproblemsweather-observation-station-1.md,https://leetcode.com/problems/weather-observation-station-1/
90,090-httpsleetcodecomproblemsweather-observation-station-2,https://leetcode.com/problems/weather-observation-station-2/,TODO,problems/090-httpsleetcodecomproblemsweather-observation-station-2.md,https://leetcode.com/problems/weather-observation-station-2/
91,091-httpsleetcodecomproblemsweather-observation-station-3,https://leetcode.com/problems/weather-observation-station-3/,TODO,problems/091-httpsleetcodecomproblemsweather-observation-station-3.md,https://leetcode.com/problems/weather-observation-station-3/
92,092-httpsleetcodecomproblemsweather-observation-station-4,https://leetcode.com/problems/weather-observation-station-4/,TODO,problems/092-httpsleetcodecomproblemsweather-observation-station-4.md,https://leetcode.com/problems/weather-observation-station-4/
93,093-httpsleetcodecomproblemsweather-observation-station-5,https://leetcode.com/problems/weather-observation-station-5/,TODO,problems/093-httpsleetcodecomproblemsweather-observation-station-5.md,https://leetcode.com/problems/weather-observation-station-5/
94,094-httpsleetcodecomproblemsplayers-who-played-a-single-game,https://leetcode.com/problems/players-who-played-a-single-game/,TODO,problems/094-httpsleetcodecomproblemsplayers-who-played-a-single-game.md,https://leetcode.com/problems/players-who-played-a-single-game/
95,095-httpsleetcodecomproblemshighest-rated-movie,https://leetcode.com/problems/highest-rated-movie/,TODO,problems/095-httpsleetcodecomproblemshighest-rated-movie.md,https://leetcode.com/problems/highest-rated-movie/
96,096-httpsleetcodecomproblemsgames-played-by-each-player,https://leetcode.com/problems/games-played-by-each-player/,TODO,problems/096-httpsleetcodecomproblemsgames-played-by-each-player.md,https://leetcode.com/problems/games-played-by-each-player/
97,097-httpsleetcodecomproblemsemployees-with-salary,https://leetcode.com/problems/employees-with-salary/,TODO,problems/097-httpsleetcodecomproblemsemployees-with-salary.md,https://leetcode.com/problems/employees-with-salary/
98,098-httpsleetcodecomproblemsfind-employees-who-never-worked,https://leetcode.com/problems/find-employees-who-never-worked/,TODO,problems/098-httpsleetcodecomproblemsfind-employees-who-never-worked.md,https://leetcode.com/problems/find-employees-who-never-worked/
99,099-httpswwwhackerrankcomchallengescustomers-who-never-orderproblem,https://www.hackerrank.com/challenges/customers-who-never-order/problem,TODO,problems/099-httpswwwhackerrankcomchallengescustomers-who-never-orderproblem.md,https://www.hackerrank.com/challenges/customers-who-never-order/problem
100,100-httpswwwhackerrankcomchallengesdelete-rowsproblem,https://www.hackerrank.com/challenges/delete-rows/problem,TODO,problems/100-httpswwwhackerrankcomchallengesdelete-rowsproblem.md,https://www.hackerrank.com/challenges/delete-rows/problem
101,101-httpsleetcodecomproblemsthe-number-of-students-who-report-to-each-student,https://leetcode.com/problems/the-number-of-students-who-report-to-each-student/,TODO,problems/101-httpsleetcodecomproblemsthe-number-of-students-who-report-to-each-student.md,https://leetcode.com/problems/the-number-of-students-who-report-to-each-student/
102,102-httpsleetcodecomproblemsfind-users-active-minutes,https://leetcode.com/problems/find-users-active-minutes/,TODO,problems/102-httpsleetcodecomproblemsfind-users-active-minutes.md,https://leetcode.com/problems/find-users-active-minutes/
103,103-httpsleetcodecomproblemstop-students-ii,https://leetcode.com/problems/top-students-ii/,TODO,problems/103-httpsleetcodecomproblemstop-students-ii.md,https://leetcode.com/problems/top-students-ii/
